 "","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Date","Original_Amount","Amount","Original_AYAPay","AYAPay","Original_card(2C2P)","card(2C2P)","Original_Coda","Coda","Original_KBZ","KBZ","Original_MPGS(visa&master)","MPGS(visa&master)","Original_MPGS(MPU)","MPGS(MPU)","Original_MPU","MPU","Original_OK Dollar","OK Dollar","Original_Onepay","Onepay","Original_onetwothree","onetwothree","Original_saisaipay","saisaipay","Original_UAB Pay","UAB Pay","Original_CB Pay","CB Pay","Original_Mpitesan","Mpitesan","Original_Wave Money","Wave Money"
"","2022-07-17","100","100","0","","0","","","","","","","","","","","","","","100","","","","","","","","","","","","",""
"","2022-07-16","100","100","0","","0","","","","","","","","","","","","","","100","","","","","","","","","","","","",""
"","2022-07-15","100","100","0","","0","","","","","","","","","","","","","","100","","","","","","","","","","","","",""
